Stp	Dv	Time	Temp	R_DS_On	DevI	DevV	Fault
133	3	1.340	396.232	0.015	118.443	16.465	1
134	0	1.350	386.908	0.015	62.704	30.680	0
134	1	1.350	386.966	0.015	131.133	43.167	1
134	2	1.350	381.365	0.015	72.341	13.597	0
134	3	1.350	395.712	0.015	37.374	48.841	1
135	0	1.360	387.974	0.015	106.106	33.648	1
135	1	1.360	386.685	0.015	49.968	33.471	0
135	2	1.360	381.439	0.015	67.453	28.119	0
135	3	1.360	397.178	0.015	119.195	24.573	1
136	0	1.370	387.745	0.015	53.733	57.184	1
136	1	1.370	386.310	0.015	43.372	8.211	0
136	2	1.370	380.814	0.015	0.000	82.509	1
136	3	1.370	396.435	0.015	0.000	0.000	0
137	0	1.380	387.959	0.015	75.852	58.379	1
137	1	1.380	385.928	0.015	42.578	52.730	1
137	2	1.380	380.194	0.015	0.000	72.586	1
137	3	1.380	395.704	0.015	6.347	38.411	0
138	0	1.390	387.319	0.015	14.714	2.120	0
138	1	1.390	385.274	0.015	5.672	38.479	0
138	2	1.390	380.808	0.015	89.557	62.190	0
138	3	1.390	395.906	0.015	77.669	55.427	0
139	0	1.400	387.383	0.015	69.012	39.779	0
139	1	1.400	384.621	0.015	0.000	55.655	1
139	2	1.400	382.867	0.015	132.181	16.608	1
139	3	1.400	395.608	0.015	53.017	62.317	1
140	0	1.410	389.269	0.015	128.830	34.071	1
140	1	1.410	383.994	0.015	11.777	34.409	0
140	2	1.410	382.403	0.015	33.400	22.870	0
140	3	1.410	397.776	0.015	136.913	56.889	0
141	0	1.420	388.611	0.015	12.909	66.417	1
141	1	1.420	383.350	0.015	0.000	0.000	0
141	2	1.420	382.888	0.015	85.319	82.982	0
141	3	1.420	397.465	0.015	53.060	2.667	0
142	0	1.430	387.933	0.015	1.370	37.055	0
142	1	1.430	383.581	0.015	75.269	16.157	0
142	2	1.430	384.687	0.015	125.949	29.325	1
142	3	1.430	397.269	0.015	59.563	11.506	0
143	0	1.440	388.442	0.015	87.658	38.842	1
143	1	1.440	383.763	0.015	73.203	47.965	1
143	2	1.440	386.596	0.015	129.010	16.829	1
143	3	1.440	398.859	0.015	122.756	81.805	0
144	0	1.450	389.595	0.015	109.011	54.445	0
144	1	1.450	386.792	0.015	154.600	74.209	0
144	2	1.450	388.531	0.015	129.950	42.296	1
144	3	1.450	401.582	0.016	149.831	24.574	1
145	0	1.460	388.917	0.015	6.976	60.663	1
145	1	1.460	386.127	0.015	0.000	83.951	1
145	2	1.460	390.762	0.015	137.435	94.400	0
145	3	1.460	403.276	0.016	126.134	86.455	0
146	0	1.470	388.339	0.015	25.759	56.102	1
146	1	1.470	385.509	0.015	16.453	65.229	1
146	2	1.470	392.054	0.015	113.509	53.515	0
146	3	1.470	402.803	0.016	45.051	42.705	0
147	0	1.480	388.163	0.015	57.053	42.939	0
147	1	1.480	385.048	0.015	35.541	59.339	1
147	2	1.480	394.617	0.015	145.476	37.247	1
147	3	1.480	402.587	0.016	60.537	57.796	1
148	0	1.490	389.352	0.015	110.007	62.864	0
148	1	1.490	384.876	0.015	55.882	51.570	1
148	2	1.490	396.075	0.015	118.806	3.013	1
148	3	1.490	402.900	0.016	84.010	60.865	0
149	0	1.500	390.008	0.015	93.239	0.000	1
149	1	1.500	384.757	0.015	58.805	82.905	1
149	2	1.500	396.676	0.015	92.904	84.195	0
149	3	1.500	402.429	0.016	45.015	48.003	1
150	0	1.510	390.582	0.015	90.524	66.828	0
150	1	1.510	384.576	0.015	55.216	70.314	1
150	2	1.510	396.102	0.015	32.642	33.151	0
150	3	1.510	403.212	0.016	100.401	54.272	0
151	0	1.520	391.606	0.015	105.520	33.902	1
151	1	1.520	384.024	0.015	25.103	10.761	0
151	2	1.520	396.834	0.015	97.369	35.100	1
151	3	1.520	404.211	0.016	107.235	43.441	1
152	0	1.530	392.905	0.015	113.840	75.189	0
152	1	1.530	383.818	0.015	53.358	15.861	0
152	2	1.530	397.105	0.015	80.833	77.353	0
152	3	1.530	406.348	0.016	137.354	27.312	1
153	0	1.540	392.318	0.015	28.304	84.821	1
153	1	1.540	384.551	0.015	94.658	57.435	0
153	2	1.540	396.378	0.015	9.726	27.066	0
153	3	1.540	406.758	0.016	88.607	0.000	1
154	0	1.550	391.611	0.015	0.000	7.470	0
154	1	1.550	384.040	0.015	29.793	40.271	0
154	2	1.550	395.846	0.015	36.375	69.044	1
154	3	1.550	405.944	0.016	0.000	26.474	0
155	0	1.560	392.795	0.015	110.522	72.793	0
155	1	1.560	384.664	0.015	90.869	80.041	0
155	2	1.560	398.810	0.015	154.600	37.872	1
155	3	1.560	407.920	0.016	133.773	6.905	1
156	0	1.570	392.086	0.015	1.880	12.033	0
156	1	1.570	385.049	0.015	82.039	0.000	1
156	2	1.570	398.178	0.015	28.140	28.920	0
156	3	1.570	408.196	0.016	84.006	25.260	1
157	0	1.580	392.067	0.015	66.652	68.956	1
157	1	1.580	386.395	0.015	114.005	72.782	0
157	2	1.580	397.587	0.015	32.038	31.536	0
157	3	1.580	407.787	0.016	51.733	36.209	0
158	0	1.590	392.760	0.015	95.144	17.940	1
158	1	1.590	387.348	0.015	102.434	1.418	1
158	2	1.590	397.307	0.015	54.848	24.598	0
158	3	1.590	407.442	0.016	55.354	33.045	0
159	0	1.600	392.260	0.015	36.814	28.621	0
159	1	1.600	389.556	0.015	136.726	80.331	0
159	2	1.600	399.257	0.016	131.913	24.562	1
159	3	1.600	408.887	0.016	120.591	32.116	1
160	0	1.610	391.604	0.015	18.056	69.893	1
160	1	1.610	389.477	0.015	62.733	83.946	1
160	2	1.610	398.511	0.015	8.739	36.097	0
160	3	1.610	408.262	0.016	36.241	13.569	0
161	0	1.620	394.591	0.015	154.600	30.821	1
161	1	1.620	389.099	0.015	44.654	84.125	1
161	2	1.620	398.714	0.015	78.525	24.433	1
161	3	1.620	407.436	0.016	0.000	6.114	0
162	0	1.630	393.872	0.015	5.150	44.707	0
162	1	1.630	389.134	0.015	68.190	32.134	0
162	2	1.630	399.232	0.015	90.629	37.822	1
162	3	1.630	407.608	0.016	79.814	0.000	1
163	0	1.640	393.445	0.015	43.341	19.425	0
163	1	1.640	388.451	0.015	0.000	18.505	0
163	2	1.640	399.220	0.015	69.385	12.337	0
163	3	1.640	407.026	0.016	39.164	54.191	1
164	0	1.650	392.857	0.015	28.747	37.309	0
164	1	1.650	387.874	0.015	25.436	75.750	1
164	2	1.650	398.878	0.015	51.815	67.789	1
164	3	1.650	407.329	0.016	84.800	29.842	1
165	0	1.660	392.442	0.015	43.694	78.999	1
165	1	1.660	387.201	0.015	0.000	18.683	0
165	2	1.660	400.988	0.016	135.976	1.710	1
165	3	1.660	409.705	0.016	143.236	27.730	1
166	0	1.670	391.786	0.015	18.221	85.744	1
166	1	1.670	388.622	0.015	116.518	57.456	0
166	2	1.670	402.943	0.016	132.553	22.626	1
166	3	1.670	409.190	0.016	45.396	86.342	1
167	0	1.680	394.036	0.015	138.311	59.947	0
167	1	1.680	388.641	0.015	67.298	31.333	0
167	2	1.680	402.157	0.016	0.000	38.587	0
167	3	1.680	408.529	0.016	33.246	70.074	1
168	0	1.690	394.513	0.015	87.977	84.739	0
168	1	1.690	388.805	0.015	73.971	74.207	1
168	2	1.690	402.423	0.016	82.096	4.105	1
168	3	1.690	407.701	0.016	0.000	70.625	1
169	0	1.700	394.048	0.015	40.844	54.278	1
169	1	1.700	388.126	0.015	0.000	53.930	1
169	2	1.700	401.695	0.016	18.555	88.747	1
169	3	1.700	406.890	0.016	8.018	0.000	0
170	0	1.710	393.859	0.015	58.596	24.024	0
170	1	1.710	388.101	0.015	65.006	34.574	0
170	2	1.710	402.918	0.016	113.517	73.227	0
170	3	1.710	406.526	0.016	53.836	59.342	1
171	0	1.720	393.175	0.015	14.731	7.205	0
171	1	1.720	388.028	0.015	62.509	80.422	1
171	2	1.720	403.949	0.016	108.129	45.274	1
171	3	1.720	405.713	0.016	0.000	62.416	1
172	0	1.730	394.426	0.015	112.749	65.448	0
172	1	1.730	388.385	0.015	81.829	28.748	1
172	2	1.730	403.944	0.016	71.245	2.655	0
172	3	1.730	406.019	0.016	84.584	79.113	0
173	0	1.740	393.751	0.015	17.434	60.416	1
173	1	1.740	387.733	0.015	12.483	53.792	1
173	2	1.740	403.165	0.016	9.581	66.933	1
173	3	1.740	406.296	0.016	83.542	3.305	1
174	0	1.750	394.868	0.015	108.959	41.732	1
174	1	1.750	387.187	0.015	28.634	57.687	1
174	2	1.750	403.634	0.016	89.946	58.170	0
174	3	1.750	405.515	0.016	13.870	21.577	0
175	0	1.760	394.185	0.015	16.576	12.934	0
175	1	1.760	386.597	0.015	22.507	0.000	0
175	2	1.760	402.865	0.016	11.890	67.867	1
175	3	1.760	404.910	0.016	35.884	78.656	1
176	0	1.770	393.593	0.015	28.820	74.724	1
176	1	1.770	385.944	0.015	8.229	66.344	1
176	2	1.770	402.319	0.016	39.295	81.771	1
176	3	1.770	404.202	0.016	24.394	24.211	0
177	0	1.780	392.877	0.015	0.000	26.048	0
177	1	1.780	385.294	0.015	7.312	35.715	0
177	2	1.780	401.561	0.016	12.070	74.282	1
177	3	1.780	404.927	0.016	98.911	26.828	1
178	0	1.790	392.421	0.015	40.537	81.091	1
178	1	1.790	387.292	0.015	131.346	68.357	0
178	2	1.790	401.165	0.016	49.439	88.453	1
178	3	1.790	404.805	0.016	66.072	36.020	0
179	0	1.800	391.714	0.015	0.356	46.105	0
179	1	1.800	389.422	0.015	134.843	38.517	1
179	2	1.800	401.803	0.016	95.364	94.150	0
179	3	1.800	404.214	0.016	36.647	83.877	1
180	0	1.810	393.275	0.015	121.104	0.000	1
180	1	1.810	388.917	0.015	34.095	93.366	1
180	2	1.810	402.754	0.016	105.530	13.379	1
180	3	1.810	404.640	0.016	88.636	79.830	0
181	0	1.820	393.372	0.015	72.456	51.446	1
181	1	1.820	389.362	0.015	85.485	63.306	0
181	2	1.820	404.257	0.016	121.342	65.202	0
181	3	1.820	405.209	0.016	93.804	5.736	1
182	0	1.830	392.741	0.015	23.201	16.984	0
182	1	1.830	390.278	0.015	101.892	65.172	0
182	2	1.830	406.657	0.016	143.395	16.647	1
182	3	1.830	407.202	0.016	134.059	5.313	1
183	0	1.840	392.585	0.015	59.860	79.821	1
183	1	1.840	390.477	0.015	75.982	49.569	1
183	2	1.840	407.012	0.016	86.649	5.953	1
183	3	1.840	406.384	0.016	1.299	22.472	0
184	0	1.850	394.516	0.015	130.731	14.312	1
184	1	1.850	389.794	0.015	7.861	30.767	0
184	2	1.850	406.525	0.016	45.988	33.740	0
184	3	1.850	407.717	0.016	117.406	73.576	0
185	0	1.860	394.075	0.015	42.699	84.623	1
185	1	1.860	389.278	0.015	33.355	29.643	0
185	2	1.860	408.475	0.016	133.227	53.404	0
185	3	1.860	408.177	0.016	90.698	0.000	1
186	0	1.870	393.539	0.015	34.486	36.392	0
186	1	1.870	391.228	0.015	130.720	92.640	0
186	2	1.870	407.714	0.016	20.693	56.033	1
186	3	1.870	407.793	0.016	53.236	90.409	1
187	0	1.880	395.085	0.015	120.989	78.218	0
187	1	1.880	391.509	0.015	79.660	45.770	1
187	2	1.880	406.923	0.016	14.006	89.118	1
187	3	1.880	409.082	0.016	116.423	45.586	1
188	0	1.890	394.679	0.015	45.568	26.452	0
188	1	1.890	390.809	0.015	0.000	62.290	1
188	2	1.890	408.238	0.016	116.984	10.527	1
188	3	1.890	409.488	0.016	89.097	62.856	0
189	0	1.900	397.650	0.015	154.600	0.000	1
189	1	1.900	390.654	0.015	59.166	71.989	1
189	2	1.900	409.442	0.016	114.145	44.584	1
189	3	1.900	409.477	0.016	72.702	26.371	0
190	0	1.910	397.127	0.015	37.993	21.987	0
190	1	1.910	393.015	0.015	140.753	70.438	0
190	2	1.910	408.616	0.016	7.480	68.691	1
190	3	1.910	409.654	0.016	80.561	45.473	1
191	0	1.920	396.385	0.015	0.000	34.008	0
191	1	1.920	393.502	0.015	88.105	3.728	1
191	2	1.920	409.124	0.016	92.603	13.539	1
191	3	1.920	408.819	0.016	2.902	69.403	1
192	0	1.930	397.632	0.015	113.224	66.519	0
192	1	1.930	394.629	0.015	109.176	33.557	1
192	2	1.930	408.304	0.016	8.863	32.538	0
192	3	1.930	407.989	0.016	0.000	2.703	0
193	0	1.940	397.093	0.015	36.593	26.028	0
193	1	1.940	395.967	0.015	115.508	53.512	0
193	2	1.940	407.478	0.016	0.000	70.071	1
193	3	1.940	407.168	0.016	4.294	37.742	0
194	0	1.950	396.481	0.015	29.020	67.783	1
194	1	1.950	395.844	0.015	62.780	65.777	1
194	2	1.950	406.658	0.016	0.000	58.556	1
194	3	1.950	406.350	0.016	0.000	16.845	0
195	0	1.960	397.147	0.015	95.224	0.000	1
195	1	1.960	395.250	0.015	30.001	26.421	0
195	2	1.960	405.970	0.016	28.397	90.196	1
195	3	1.960	407.492	0.016	112.044	87.211	0
196	0	1.970	396.484	0.015	22.567	42.407	0
196	1	1.970	394.673	0.015	31.253	0.000	0
196	2	1.970	407.953	0.016	133.967	34.196	1
196	3	1.970	409.217	0.016	127.827	57.928	0
197	0	1.980	395.749	0.015	4.537	0.000	0
197	1	1.980	396.798	0.015	135.756	0.000	1
197	2	1.980	409.807	0.016	131.097	79.183	0
197	3	1.980	408.439	0.016	18.776	6.998	0
198	0	1.990	396.161	0.015	85.997	46.661	1
198	1	1.990	396.092	0.015	14.755	32.104	0
198	2	1.990	410.270	0.016	91.303	18.176	1
198	3	1.990	407.758	0.016	30.666	59.023	1
199	0	2.000	395.426	0.015	0.000	0.000	0
199	1	2.000	397.155	0.015	107.801	36.153	1
199	2	2.000	409.429	0.016	0.000	4.263	0
199	3	2.000	407.881	0.016	77.898	56.544	0
200	0	2.010	397.029	0.015	122.814	37.436	1
200	1	2.010	396.734	0.015	45.579	7.067	0
200	2	2.010	409.587	0.016	79.816	36.287	1
200	3	2.010	407.633	0.016	60.737	63.345	1
201	0	2.020	396.501	0.015	37.099	7.345	0
201	1	2.020	396.174	0.015	34.014	58.015	1
201	2	2.020	408.793	0.016	16.205	0.000	0
201	3	2.020	406.978	0.016	32.609	52.618	1
202	0	2.030	396.833	0.015	83.167	14.138	1
202	1	2.030	395.439	0.015	2.089	83.149	1
202	2	2.030	409.304	0.016	92.760	74.047	0
202	3	2.030	408.557	0.016	124.043	0.000	1
203	0	2.040	396.093	0.015	0.562	7.339	0
203	1	2.040	394.741	0.015	14.212	57.355	1
203	2	2.040	409.806	0.016	92.581	67.073	0
203	3	2.040	408.625	0.016	75.821	0.084	0
204	0	2.050	396.797	0.015	96.420	23.447	1
204	1	2.050	394.882	0.015	74.831	74.304	1
204	2	2.050	410.505	0.016	99.257	51.130	0
204	3	2.050	408.305	0.016	57.137	27.075	0
205	0	2.060	396.836	0.015	70.950	17.977	0
205	1	2.060	394.798	0.015	64.391	20.338	0
205	2	2.060	411.003	0.016	92.684	93.681	0
205	3	2.060	409.597	0.016	116.604	66.912	0
206	0	2.070	397.931	0.015	108.860	22.249	1
206	1	2.070	394.076	0.015	4.640	70.147	1
206	2	2.070	410.156	0.016	0.000	65.344	1
206	3	2.070	408.774	0.016	8.908	0.000	0
207	0	2.080	398.057	0.015	75.141	93.051	1
207	1	2.080	396.122	0.015	133.776	2.236	1
207	2	2.080	409.371	0.016	18.694	82.618	1
207	3	2.080	408.606	0.016	65.183	84.429	1
208	0	2.090	397.326	0.015	11.064	51.577	1
208	1	2.090	397.460	0.015	115.752	82.867	0
208	2	2.090	409.203	0.016	65.386	69.948	1
208	3	2.090	407.791	0.016	9.258	76.664	1
209	0	2.100	396.890	0.015	44.542	0.411	0
209	1	2.100	397.355	0.015	64.261	75.844	1
209	2	2.100	409.561	0.016	87.410	41.775	1
209	3	2.100	409.040	0.016	115.309	64.770	0
210	0	2.110	396.492	0.015	47.094	51.829	1
210	1	2.110	398.912	0.015	121.911	31.355	1
210	2	2.110	409.630	0.016	76.147	30.338	0
210	3	2.110	408.945	0.016	68.764	79.753	1
211	0	2.120	396.251	0.015	56.615	0.000	0
211	1	2.120	399.228	0.015	83.157	44.276	1
211	2	2.120	410.897	0.016	116.131	59.773	0
211	3	2.120	408.130	0.016	10.221	38.592	0
212	0	2.130	395.533	0.015	10.641	94.400	1
212	1	2.130	401.250	0.016	133.926	47.351	0
212	2	2.130	411.608	0.016	99.894	43.269	1
212	3	2.130	409.998	0.016	131.468	19.851	1
213	0	2.140	396.328	0.015	99.322	49.385	0
213	1	2.140	402.596	0.016	116.850	0.555	1
213	2	2.140	412.646	0.016	110.008	67.849	0
213	3	2.140	410.924	0.016	106.375	79.102	0
214	0	2.150	398.878	0.015	145.738	33.828	1
214	1	2.150	404.446	0.016	130.223	7.622	1
214	2	2.150	414.430	0.016	130.069	16.391	1
214	3	2.150	413.767	0.016	153.746	32.982	1
215	0	2.160	399.783	0.016	103.523	42.746	1
215	1	2.160	403.916	0.016	41.438	84.436	1
215	2	2.160	413.558	0.016	0.000	64.878	1
215	3	2.160	413.943	0.016	81.719	68.243	0
216	0	2.170	399.067	0.015	17.197	80.635	1
216	1	2.170	403.885	0.016	70.045	51.894	1
216	2	2.170	415.654	0.016	137.682	32.978	1
216	3	2.170	413.283	0.016	36.535	43.482	0
217	0	2.180	398.388	0.015	22.473	61.020	1
217	1	2.180	403.092	0.016	0.000	68.583	1
217	2	2.180	414.773	0.016	0.000	30.127	0
217	3	2.180	414.896	0.016	125.873	34.271	1
218	0	2.190	398.636	0.015	80.316	69.971	0
218	1	2.190	403.530	0.016	88.829	73.133	0
218	2	2.190	415.313	0.016	95.123	4.770	1
218	3	2.190	415.663	0.016	102.494	77.679	0
219	0	2.200	398.852	0.015	79.094	82.740	0
219	1	2.200	402.740	0.016	0.000	0.000	0
219	2	2.200	415.213	0.016	70.563	19.453	0
219	3	2.200	414.819	0.016	15.439	9.304	0
220	0	2.210	398.096	0.015	0.000	78.071	1
220	1	2.210	403.566	0.016	101.818	65.571	0
220	2	2.210	415.368	0.016	81.238	35.639	1
220	3	2.210	415.497	0.016	99.675	54.037	0
221	0	2.220	397.347	0.015	0.000	61.494	1
221	1	2.220	405.262	0.016	126.515	83.556	0
221	2	2.220	417.061	0.016	128.236	53.394	0
221	3	2.220	414.617	0.016	0.000	4.191	0
222	0	2.230	397.300	0.015	67.112	81.284	1
222	1	2.230	404.476	0.016	10.440	0.000	0
222	2	2.230	416.991	0.016	72.448	37.711	0
222	3	2.230	415.181	0.016	95.866	69.397	0
223	0	2.240	399.048	0.015	126.853	51.564	0
223	1	2.240	404.164	0.016	55.868	70.269	1
223	2	2.240	416.100	0.016	0.000	24.702	0
223	3	2.240	414.324	0.016	11.630	3.742	0
224	0	2.250	400.138	0.016	109.149	84.346	0
224	1	2.250	406.279	0.016	136.830	77.202	0
224	2	2.250	415.215	0.016	0.000	16.295	0
224	3	2.250	413.453	0.016	1.825	59.540	1
225	0	2.260	400.152	0.016	70.909	51.911	1
225	1	2.260	407.886	0.016	124.654	8.032	1
225	2	2.260	414.373	0.016	15.249	39.053	0
225	3	2.260	414.201	0.016	101.585	19.077	1
226	0	2.270	399.387	0.016	0.000	10.876	0
226	1	2.270	408.646	0.016	100.818	19.357	1
226	2	2.270	413.534	0.016	14.411	21.933	0
226	3	2.270	413.687	0.016	47.739	10.647	0
227	0	2.280	398.834	0.015	36.429	22.347	0
227	1	2.280	410.221	0.016	124.178	92.899	0
227	2	2.280	412.669	0.016	0.000	25.254	0
227	3	2.280	413.949	0.016	84.973	80.614	0
228	0	2.290	400.298	0.016	119.660	74.574	0
228	1	2.290	409.616	0.016	38.892	62.243	1
228	2	2.290	412.065	0.016	40.371	88.971	1
228	3	2.290	413.502	0.016	51.915	20.192	0
229	0	2.300	399.583	0.016	18.258	10.937	0
229	1	2.300	411.388	0.016	129.333	94.400	0
229	2	2.300	412.363	0.016	85.939	60.420	0
229	3	2.300	413.322	0.016	66.218	16.664	0
230	0	2.310	399.861	0.016	81.831	76.403	0
230	1	2.310	410.558	0.016	11.045	52.919	1
230	2	2.310	412.261	0.016	69.484	24.429	0
230	3	2.310	412.597	0.016	29.840	54.120	1
231	0	2.320	400.608	0.016	98.688	14.583	1
231	1	2.320	409.756	0.016	16.302	52.548	1
231	2	2.320	414.083	0.016	130.956	0.658	1
231	3	2.320	412.003	0.016	41.119	31.940	0
232	0	2.330	399.877	0.016	15.507	50.549	1
232	1	2.330	411.136	0.016	119.216	0.000	1
232	2	2.330	413.213	0.016	0.000	26.413	0
232	3	2.330	411.317	0.016	32.794	8.320	0
233	0	2.340	400.613	0.016	98.339	1.122	1
233	1	2.340	410.436	0.016	30.796	76.691	1
233	2	2.340	413.657	0.016	91.450	7.952	1
233	3	2.340	410.847	0.016	49.290	0.000	0
234	0	2.350	399.883	0.016	15.667	48.927	1
234	1	2.350	409.595	0.016	1.945	39.612	0
234	2	2.350	413.453	0.016	65.083	0.000	0
234	3	2.350	411.095	0.016	83.686	47.101	1
235	0	2.360	400.684	0.016	100.451	94.400	0
235	1	2.360	408.759	0.016	0.000	69.615	1
235	2	2.360	412.588	0.016	0.000	44.243	0
235	3	2.360	411.198	0.016	78.034	9.089	1
236	0	2.370	403.623	0.016	154.600	77.794	0
236	1	2.370	410.925	0.016	138.654	21.048	1
236	2	2.370	411.730	0.016	2.218	70.892	1
236	3	2.370	411.107	0.016	69.634	76.201	1
237	0	2.380	402.890	0.016	19.319	28.373	0
237	1	2.380	410.422	0.016	46.859	14.237	0
237	2	2.380	414.610	0.016	154.600	81.697	0
237	3	2.380	410.272	0.016	8.754	77.280	1
238	0	2.390	403.145	0.016	81.849	5.020	1
238	1	2.390	409.629	0.016	17.646	7.685	0
238	2	2.390	413.736	0.016	0.000	15.182	0
238	3	2.390	409.872	0.016	53.182	17.173	0
239	0	2.400	403.807	0.016	96.606	79.160	0
239	1	2.400	408.817	0.016	12.579	91.923	1
239	2	2.400	414.547	0.016	103.615	0.414	1
239	3	2.400	409.084	0.016	17.884	74.765	1
240	0	2.410	403.110	0.016	24.702	14.011	0
240	1	2.410	407.990	0.016	3.857	9.671	0
240	2	2.410	415.695	0.016	113.680	75.750	0
240	3	2.410	408.428	0.016	33.642	0.763	0
241	0	2.420	402.832	0.016	57.264	66.802	1
241	1	2.420	407.564	0.016	50.566	6.156	0
241	2	2.420	417.128	0.016	121.625	67.591	0
241	3	2.420	409.477	0.016	109.726	19.644	1
242	0	2.430	403.041	0.016	80.017	37.035	1
242	1	2.430	407.667	0.016	77.018	58.427	1
242	2	2.430	416.501	0.016	41.190	37.490	0
242	3	2.430	410.723	0.016	115.538	84.056	0
243	0	2.440	404.248	0.016	113.288	10.686	1
243	1	2.440	407.325	0.016	55.460	11.837	0
243	2	2.440	417.380	0.016	106.243	73.235	0
243	3	2.440	410.869	0.016	79.654	25.720	1
244	0	2.450	403.778	0.016	45.745	44.991	0
244	1	2.450	406.561	0.016	18.840	50.725	1
244	2	2.450	416.487	0.016	2.741	68.457	1
244	3	2.450	412.461	0.016	124.987	58.141	0
245	0	2.460	403.008	0.016	11.939	49.314	1
245	1	2.460	405.756	0.016	7.200	62.990	1
245	2	2.460	417.551	0.016	111.662	47.156	1
245	3	2.460	411.685	0.016	22.842	12.382	0
246	0	2.470	402.221	0.016	0.000	26.433	0
246	1	2.470	405.738	0.016	71.179	9.600	0
246	2	2.470	418.422	0.016	106.192	66.296	0
246	3	2.470	412.335	0.016	98.066	80.497	0
247	0	2.480	402.180	0.016	69.015	25.332	0
247	1	2.480	405.659	0.016	68.408	34.130	0
247	2	2.480	417.524	0.016	5.243	10.424	0
247	3	2.480	412.969	0.016	97.686	22.046	1
248	0	2.490	401.826	0.016	52.347	1.272	0
248	1	2.490	407.834	0.016	138.443	18.838	1
248	2	2.490	417.988	0.016	93.164	78.738	0
248	3	2.490	412.108	0.016	0.000	0.000	0
249	0	2.500	402.031	0.016	79.585	72.055	0
249	1	2.500	407.279	0.016	41.421	84.810	1
249	2	2.500	417.302	0.016	36.867	50.584	1
249	3	2.500	411.255	0.016	3.356	69.681	1
250	0	2.510	401.252	0.016	0.000	15.083	0
250	1	2.510	408.537	0.016	115.481	0.000	1
250	2	2.510	416.525	0.016	27.236	43.783	0
250	3	2.510	410.406	0.016	0.000	3.085	0
251	0	2.520	400.536	0.016	19.215	64.969	1
251	1	2.520	407.995	0.016	42.821	67.728	1
251	2	2.520	416.512	0.016	74.752	2.275	0
251	3	2.520	412.254	0.016	131.296	31.979	1
252	0	2.530	401.130	0.016	93.697	65.832	0
252	1	2.530	409.634	0.016	125.738	20.223	1
252	2	2.530	416.021	0.016	50.351	72.373	1
252	3	2.530	414.238	0.016	134.873	15.727	1
253	0	2.540	401.697	0.016	92.901	35.300	1
253	1	2.540	409.300	0.016	56.733	23.029	0
253	2	2.540	416.063	0.016	76.916	23.540	0
253	3	2.540	413.794	0.016	52.199	74.864	1
254	0	2.550	404.184	0.016	145.010	29.426	1
254	1	2.550	408.617	0.016	31.104	68.166	1
254	2	2.550	415.896	0.016	67.749	36.024	0
254	3	2.550	414.662	0.016	105.392	53.127	0
255	0	2.560	406.035	0.016	130.475	72.697	0
255	1	2.560	407.791	0.016	4.021	31.996	0
255	2	2.560	417.138	0.016	116.540	20.758	1
255	3	2.560	413.904	0.016	27.202	41.295	0
256	0	2.570	405.891	0.016	65.370	21.075	0
256	1	2.570	406.981	0.016	8.940	30.944	0
256	2	2.570	417.658	0.016	94.952	19.219	1
256	3	2.570	413.275	0.016	39.133	34.183	0
257	0	2.580	407.792	0.016	131.948	29.338	1
257	1	2.580	408.252	0.016	115.797	8.689	1
257	2	2.580	418.150	0.016	94.144	61.537	0
257	3	2.580	412.560	0.016	30.824	18.724	0
258	0	2.590	406.983	0.016	9.350	8.211	0
258	1	2.590	407.464	0.016	15.451	69.687	1
258	2	2.590	417.373	0.016	28.064	48.471	1
258	3	2.590	412.030	0.016	45.790	41.412	0
259	0	2.600	408.160	0.016	113.152	29.957	1
259	1	2.600	408.252	0.016	101.629	41.770	1
259	2	2.600	416.610	0.016	28.896	23.356	0
259	3	2.600	413.098	0.016	110.967	32.353	1
260	0	2.610	407.623	0.016	42.954	0.000	0
260	1	2.610	408.224	0.016	71.522	58.635	1
260	2	2.610	418.511	0.016	133.510	4.574	1
260	3	2.610	412.299	0.016	20.081	84.630	1
261	0	2.620	408.376	0.016	100.536	22.681	1
261	1	2.620	410.142	0.016	132.719	33.539	1
261	2	2.620	417.609	0.016	0.000	49.101	1
261	3	2.620	411.502	0.016	19.445	0.000	0
262	0	2.630	407.670	0.016	27.877	2.214	0
262	1	2.630	409.803	0.016	56.670	0.000	0
262	2	2.630	416.719	0.016	6.379	67.764	1
262	3	2.630	411.854	0.016	87.742	39.862	1
263	0	2.640	408.590	0.016	105.723	10.461	1
263	1	2.640	408.970	0.016	4.994	0.000	0
263	2	2.640	415.830	0.016	0.000	82.781	1
263	3	2.640	413.619	0.016	129.499	33.086	1
264	0	2.650	408.357	0.016	61.829	51.788	1
264	1	2.650	409.310	0.016	86.702	9.978	1
264	2	2.650	415.743	0.016	71.315	76.867	1
264	3	2.650	413.125	0.016	48.816	40.067	0
265	0	2.660	408.212	0.016	66.141	61.013	1
265	1	2.660	408.616	0.016	29.854	13.305	0
265	2	2.660	414.906	0.016	16.999	35.859	0
265	3	2.660	415.644	0.016	147.104	0.000	1
266	0	2.670	409.651	0.016	120.550	45.947	1
266	1	2.670	408.239	0.016	53.866	41.320	0
266	2	2.670	415.280	0.016	89.381	57.660	0
266	3	2.670	415.755	0.016	79.629	58.934	0
267	0	2.680	412.439	0.016	152.470	43.070	1
267	1	2.680	407.896	0.016	55.631	65.118	1
267	2	2.680	414.964	0.016	59.981	44.241	0
267	3	2.680	415.222	0.016	47.284	23.361	0
